locus_tag	ftype	gene	EC_number	product
DBLOAMIM_00894	gene	petB_1		
DBLOAMIM_00895	CDS			hypothetical protein
DBLOAMIM_00895	gene			
DBLOAMIM_00896	CDS			hypothetical protein
DBLOAMIM_00896	gene			
DBLOAMIM_00897	CDS	yabJ	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
DBLOAMIM_00897	gene	yabJ		
DBLOAMIM_00898	CDS	recG	3.6.4.12	ATP-dependent DNA helicase RecG
DBLOAMIM_00898	gene	recG		
DBLOAMIM_00899	CDS			hypothetical protein
DBLOAMIM_00899	gene			
DBLOAMIM_00900	CDS	gppA_1	3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
DBLOAMIM_00900	gene	gppA_1		
DBLOAMIM_00901	CDS	lapB_2		Lipopolysaccharide assembly protein B
DBLOAMIM_00901	gene	lapB_2		
DBLOAMIM_00902	CDS	cca	2.7.7.72	CCA-adding enzyme
DBLOAMIM_00902	gene	cca		
DBLOAMIM_00903	CDS			hypothetical protein
DBLOAMIM_00903	gene			
DBLOAMIM_00904	CDS	mdtC_2		Multidrug resistance protein MdtC
DBLOAMIM_00904	gene	mdtC_2		
DBLOAMIM_00905	CDS			hypothetical protein
DBLOAMIM_00905	gene			
DBLOAMIM_00906	CDS	zur		Zinc uptake regulation protein
DBLOAMIM_00906	gene	zur		
DBLOAMIM_00907	CDS			hypothetical protein
DBLOAMIM_00907	gene			
DBLOAMIM_00908	CDS	flA	2.5.1.63	5'-fluoro-5'-deoxy-adenosine synthase
DBLOAMIM_00908	gene	flA		
DBLOAMIM_00909	CDS			hypothetical protein
DBLOAMIM_00909	gene			
DBLOAMIM_00910	CDS	rpsA		30S ribosomal protein S1
DBLOAMIM_00910	gene	rpsA		
DBLOAMIM_00911	CDS	sppA_1	3.4.21.-	Putative signal peptide peptidase SppA
DBLOAMIM_00911	gene	sppA_1		
DBLOAMIM_00912	CDS	ihfB		Integration host factor subunit beta
DBLOAMIM_00912	gene	ihfB		
DBLOAMIM_00913	CDS	ffh		Signal recognition particle protein
DBLOAMIM_00913	gene	ffh		
DBLOAMIM_00914	CDS	rpsP		30S ribosomal protein S16
DBLOAMIM_00914	gene	rpsP		
DBLOAMIM_00915	CDS			hypothetical protein
DBLOAMIM_00915	gene			
DBLOAMIM_00916	CDS	trmD	2.1.1.228	tRNA (guanine-N(1)-)-methyltransferase
DBLOAMIM_00916	gene	trmD		
DBLOAMIM_00917	CDS	rplS		50S ribosomal protein L19
DBLOAMIM_00917	gene	rplS		
DBLOAMIM_00918	CDS	rnhB	3.1.26.4	Ribonuclease HII
DBLOAMIM_00918	gene	rnhB		
DBLOAMIM_00919	CDS			hypothetical protein
DBLOAMIM_00919	gene			
DBLOAMIM_00920	CDS	envC		Murein hydrolase activator EnvC
DBLOAMIM_00920	gene	envC		
DBLOAMIM_00921	CDS		3.4.21.-	putative CtpA-like serine protease
DBLOAMIM_00921	gene			
DBLOAMIM_00922	CDS	groS1		10 kDa chaperonin 1
DBLOAMIM_00922	gene	groS1		
DBLOAMIM_00923	CDS	groL		60 kDa chaperonin
DBLOAMIM_00923	gene	groL		
DBLOAMIM_00924	CDS	trxA_2		Thioredoxin
DBLOAMIM_00924	gene	trxA_2		
DBLOAMIM_00925	CDS	recN		DNA repair protein RecN
DBLOAMIM_00925	gene	recN		
DBLOAMIM_00926	CDS			hypothetical protein
DBLOAMIM_00926	gene			
DBLOAMIM_00927	CDS	speA	4.1.1.19	Arginine decarboxylase
DBLOAMIM_00927	gene	speA		
DBLOAMIM_00928	CDS	speE	2.5.1.104	Polyamine aminopropyltransferase
DBLOAMIM_00928	gene	speE		
DBLOAMIM_00929	CDS			hypothetical protein
DBLOAMIM_00929	gene			
DBLOAMIM_00930	CDS	speH	4.1.1.50	S-adenosylmethionine decarboxylase proenzyme
DBLOAMIM_00930	gene	speH		
DBLOAMIM_00931	CDS			putative signaling protein
DBLOAMIM_00931	gene			
DBLOAMIM_00932	CDS			hypothetical protein
DBLOAMIM_00932	gene			
DBLOAMIM_00933	CDS			hypothetical protein
DBLOAMIM_00933	gene			
DBLOAMIM_00934	CDS	pgpA	3.1.3.27	Phosphatidylglycerophosphatase A
DBLOAMIM_00934	gene	pgpA		
DBLOAMIM_00935	CDS	recA		Protein RecA
DBLOAMIM_00935	gene	recA		
DBLOAMIM_00936	CDS	alaS	6.1.1.7	Alanine--tRNA ligase
DBLOAMIM_00936	gene	alaS		
DBLOAMIM_00937	CDS			hypothetical protein
DBLOAMIM_00937	gene			
DBLOAMIM_00938	CDS	yqgF	3.1.-.-	Putative pre-16S rRNA nuclease
DBLOAMIM_00938	gene	yqgF		
DBLOAMIM_00939	CDS	mltG	4.2.2.-	Endolytic murein transglycosylase
DBLOAMIM_00939	gene	mltG		
DBLOAMIM_00940	CDS	valS	6.1.1.9	Valine--tRNA ligase
DBLOAMIM_00940	gene	valS		
DBLOAMIM_00941	CDS	nadC_1	2.4.2.19	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
DBLOAMIM_00941	gene	nadC_1		
DBLOAMIM_00942	CDS	nadC_2	2.4.2.19	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
DBLOAMIM_00942	gene	nadC_2		
DBLOAMIM_00943	CDS	birA	6.3.4.15	Bifunctional ligase/repressor BirA
DBLOAMIM_00943	gene	birA		
DBLOAMIM_00944	CDS	coaX	2.7.1.33	Type III pantothenate kinase
DBLOAMIM_00944	gene	coaX		
DBLOAMIM_00945	CDS			hypothetical protein
DBLOAMIM_00945	gene			
DBLOAMIM_00946	CDS			putative signaling protein
DBLOAMIM_00946	gene			
DBLOAMIM_00947	CDS			hypothetical protein
DBLOAMIM_00947	gene			
DBLOAMIM_00948	CDS	emrA		Multidrug export protein EmrA
DBLOAMIM_00948	gene	emrA		
DBLOAMIM_00949	CDS	tolC_2		Outer membrane protein TolC
DBLOAMIM_00949	gene	tolC_2		
DBLOAMIM_00950	CDS	mdh	1.1.1.37	Malate dehydrogenase
DBLOAMIM_00950	gene	mdh		
DBLOAMIM_00951	CDS	lptC		Lipopolysaccharide export system protein LptC
DBLOAMIM_00951	gene	lptC		
DBLOAMIM_00952	CDS	lptA		Lipopolysaccharide export system protein LptA
DBLOAMIM_00952	gene	lptA		
DBLOAMIM_00953	CDS	lptB	3.6.3.-	Lipopolysaccharide export system ATP-binding protein LptB
DBLOAMIM_00953	gene	lptB		
DBLOAMIM_00954	CDS	rpoN		RNA polymerase sigma-54 factor
DBLOAMIM_00954	gene	rpoN		
DBLOAMIM_00955	CDS	hpf		Ribosome hibernation promotion factor
DBLOAMIM_00955	gene	hpf		
DBLOAMIM_00956	CDS			Nucleotide-binding protein
DBLOAMIM_00956	gene			
DBLOAMIM_00957	CDS			hypothetical protein
DBLOAMIM_00957	gene			
DBLOAMIM_00958	CDS	aroC	4.2.3.5	Chorismate synthase
DBLOAMIM_00958	gene	aroC		
DBLOAMIM_00959	CDS	aroL	2.7.1.71	Shikimate kinase 2
DBLOAMIM_00959	gene	aroL		
DBLOAMIM_00960	CDS	aroB_1	4.2.3.4	3-dehydroquinate synthase
DBLOAMIM_00960	gene	aroB_1		
DBLOAMIM_00961	CDS	aroB_2	4.2.3.4	3-dehydroquinate synthase
DBLOAMIM_00961	gene	aroB_2		
DBLOAMIM_00962	CDS	ptsP	2.7.3.9	Phosphoenolpyruvate-dependent phosphotransferase system
DBLOAMIM_00962	gene	ptsP		
DBLOAMIM_00963	CDS			hypothetical protein
DBLOAMIM_00963	gene			
DBLOAMIM_00964	CDS			hypothetical protein
DBLOAMIM_00964	gene			
DBLOAMIM_00965	CDS			hypothetical protein
DBLOAMIM_00965	gene			
DBLOAMIM_00966	CDS	queF	1.7.1.13	NADPH-dependent 7-cyano-7-deazaguanine reductase
DBLOAMIM_00966	gene	queF		
DBLOAMIM_00967	CDS			hypothetical protein
DBLOAMIM_00967	gene			
DBLOAMIM_00968	tRNA			tRNA-Val(tac)
DBLOAMIM_00968	gene			
DBLOAMIM_00969	tRNA			tRNA-Asp(gtc)
DBLOAMIM_00969	gene			
DBLOAMIM_00970	CDS	exbB_1		Biopolymer transport protein ExbB
DBLOAMIM_00970	gene	exbB_1		
DBLOAMIM_00971	CDS	exbD_1		Biopolymer transport protein ExbD
DBLOAMIM_00971	gene	exbD_1		
DBLOAMIM_00972	CDS	tolB_1		Protein TolB
DBLOAMIM_00972	gene	tolB_1		
DBLOAMIM_00973	CDS	cpoB		Cell division coordinator CpoB
	sig_peptide			putative signal peptide
DBLOAMIM_00973	gene	cpoB		
DBLOAMIM_00974	CDS	mutL		DNA mismatch repair protein MutL
DBLOAMIM_00974	gene	mutL		
DBLOAMIM_00975	CDS	miaA	2.5.1.75	tRNA dimethylallyltransferase
DBLOAMIM_00975	gene	miaA		
DBLOAMIM_00976	CDS		2.4.2.44	S-methyl-5'-thioinosine phosphorylase
DBLOAMIM_00976	gene			
DBLOAMIM_00977	CDS	mtnP	2.4.2.28	S-methyl-5'-thioadenosine phosphorylase
DBLOAMIM_00977	gene	mtnP		
DBLOAMIM_00978	CDS	ydjH	2.7.1.-	putative sugar kinase YdjH
DBLOAMIM_00978	gene	ydjH		
DBLOAMIM_00979	CDS	yrrB		TPR repeat-containing protein YrrB
	sig_peptide			putative signal peptide
DBLOAMIM_00979	gene	yrrB		
DBLOAMIM_00980	CDS			hypothetical protein
DBLOAMIM_00980	gene			
DBLOAMIM_00981	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_00981	gene			
DBLOAMIM_00982	tRNA			tRNA-Thr(cgt)
DBLOAMIM_00982	gene			
DBLOAMIM_00983	CDS			hypothetical protein
DBLOAMIM_00983	gene			
DBLOAMIM_00984	CDS			hypothetical protein
DBLOAMIM_00984	gene			
DBLOAMIM_00985	CDS			hypothetical protein
DBLOAMIM_00985	gene			
DBLOAMIM_00986	CDS			hypothetical protein
DBLOAMIM_00986	gene			
DBLOAMIM_00987	CDS			hypothetical protein
DBLOAMIM_00987	gene			
DBLOAMIM_00988	CDS	traI_1		Multifunctional conjugation protein TraI
DBLOAMIM_00988	gene	traI_1		
DBLOAMIM_00989	CDS			hypothetical protein
DBLOAMIM_00989	gene			
DBLOAMIM_00990	CDS			hypothetical protein
DBLOAMIM_00990	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_00991	CDS			hypothetical protein
DBLOAMIM_00991	gene			
DBLOAMIM_00992	CDS	cusF_1		Cation efflux system protein CusF
DBLOAMIM_00992	gene	cusF_1		
DBLOAMIM_00993	CDS	cusA		Cation efflux system protein CusA
DBLOAMIM_00993	gene	cusA		
DBLOAMIM_00994	CDS	cusB_2		Cation efflux system protein CusB
DBLOAMIM_00994	gene	cusB_2		
	sig_peptide			putative signal peptide
DBLOAMIM_00995	CDS			hypothetical protein
DBLOAMIM_00995	gene			
DBLOAMIM_00996	CDS			hypothetical protein
DBLOAMIM_00996	gene			
DBLOAMIM_00997	CDS			hypothetical protein
DBLOAMIM_00997	gene			
DBLOAMIM_00998	CDS			hypothetical protein
DBLOAMIM_00998	gene			
DBLOAMIM_00999	CDS	xerD_2		Tyrosine recombinase XerD
DBLOAMIM_00999	gene	xerD_2		
DBLOAMIM_01000	CDS			hypothetical protein
DBLOAMIM_01000	gene			
DBLOAMIM_01001	CDS	mepM_3	3.4.24.-	Murein DD-endopeptidase MepM
DBLOAMIM_01001	gene	mepM_3		
DBLOAMIM_01002	CDS	clpC		Negative regulator of genetic competence ClpC/MecB
DBLOAMIM_01002	gene	clpC		
DBLOAMIM_01003	CDS	tsaD_1	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
DBLOAMIM_01003	gene	tsaD_1		
DBLOAMIM_01004	CDS	tsaD_2	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
DBLOAMIM_01004	gene	tsaD_2		
DBLOAMIM_01005	CDS	argS	6.1.1.19	Arginine--tRNA ligase
DBLOAMIM_01005	gene	argS		
DBLOAMIM_01006	CDS	tgt	2.4.2.29	Queuine tRNA-ribosyltransferase
DBLOAMIM_01006	gene	tgt		
DBLOAMIM_01007	CDS			hypothetical protein
DBLOAMIM_01007	gene			
DBLOAMIM_01008	CDS			hypothetical protein
DBLOAMIM_01008	gene			
DBLOAMIM_01009	CDS			hypothetical protein
DBLOAMIM_01009	gene			
DBLOAMIM_01010	CDS			hypothetical protein
DBLOAMIM_01010	gene			
DBLOAMIM_01011	CDS	recJ	3.1.-.-	Single-stranded-DNA-specific exonuclease RecJ
DBLOAMIM_01011	gene	recJ		
DBLOAMIM_01012	CDS	relA	2.7.6.5	GTP pyrophosphokinase
DBLOAMIM_01012	gene	relA		
DBLOAMIM_01013	CDS	fdhE		Protein FdhE
DBLOAMIM_01013	gene	fdhE		
DBLOAMIM_01014	CDS			hypothetical protein
DBLOAMIM_01014	gene			
DBLOAMIM_01015	CDS	kstR2_1		HTH-type transcriptional repressor KstR2
DBLOAMIM_01015	gene	kstR2_1		
DBLOAMIM_01016	CDS	pcrC		Perchlorate reductase subunit gamma
	sig_peptide			putative signal peptide
DBLOAMIM_01016	gene	pcrC		
DBLOAMIM_01017	CDS	emrK_1		putative multidrug resistance protein EmrK
DBLOAMIM_01017	gene	emrK_1		
DBLOAMIM_01018	CDS	emrB_1		Multidrug export protein EmrB
DBLOAMIM_01018	gene	emrB_1		
DBLOAMIM_01019	CDS	tolC_3		Outer membrane protein TolC
DBLOAMIM_01019	gene	tolC_3		
DBLOAMIM_01020	CDS	emrK_2		putative multidrug resistance protein EmrK
DBLOAMIM_01020	gene	emrK_2		
DBLOAMIM_01021	CDS	emrB_2		Multidrug export protein EmrB
DBLOAMIM_01021	gene	emrB_2		
DBLOAMIM_01022	CDS	hrcA		Heat-inducible transcription repressor HrcA
DBLOAMIM_01022	gene	hrcA		
DBLOAMIM_01023	CDS	grpE		Protein GrpE
DBLOAMIM_01023	gene	grpE		
DBLOAMIM_01024	CDS	dnaK_2		Chaperone protein DnaK
DBLOAMIM_01024	gene	dnaK_2		
DBLOAMIM_01025	CDS	dnaJ_1		Chaperone protein DnaJ
DBLOAMIM_01025	gene	dnaJ_1		
DBLOAMIM_01026	CDS			hypothetical protein
DBLOAMIM_01026	gene			
DBLOAMIM_01027	CDS			hypothetical protein
DBLOAMIM_01027	gene			
DBLOAMIM_01028	CDS	tpm	2.1.1.67	Thiopurine S-methyltransferase
DBLOAMIM_01028	gene	tpm		
DBLOAMIM_01029	CDS	cobP	2.7.1.156	Bifunctional adenosylcobalamin biosynthesis protein CobP
DBLOAMIM_01029	gene	cobP		
DBLOAMIM_01030	CDS	cobT	2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DBLOAMIM_01030	gene	cobT		
DBLOAMIM_01031	CDS	cobS	2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase
DBLOAMIM_01031	gene	cobS		
DBLOAMIM_01032	CDS			hypothetical protein
DBLOAMIM_01032	gene			
DBLOAMIM_01033	CDS			hypothetical protein
DBLOAMIM_01033	gene			
DBLOAMIM_01034	CDS			hypothetical protein
DBLOAMIM_01034	gene			
DBLOAMIM_01035	CDS			hypothetical protein
DBLOAMIM_01035	gene			
DBLOAMIM_01036	CDS			hypothetical protein
DBLOAMIM_01036	gene			
DBLOAMIM_01037	CDS	yhdN	1.1.1.-	General stress protein 69
DBLOAMIM_01037	gene	yhdN		
DBLOAMIM_01038	CDS	cobC	3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase
DBLOAMIM_01038	gene	cobC		
DBLOAMIM_01039	CDS	cbiA	6.3.5.11	Cobyrinate a,c-diamide synthase
DBLOAMIM_01039	gene	cbiA		
DBLOAMIM_01040	CDS	cbiC	5.4.99.60	Cobalt-precorrin-8 methylmutase
DBLOAMIM_01040	gene	cbiC		
DBLOAMIM_01041	CDS	icd_1	1.1.1.42	Isocitrate dehydrogenase [NADP]
DBLOAMIM_01041	gene	icd_1		
DBLOAMIM_01042	CDS	icd_2	1.1.1.42	Isocitrate dehydrogenase [NADP]
DBLOAMIM_01042	gene	icd_2		
DBLOAMIM_01043	CDS			hypothetical protein
DBLOAMIM_01043	gene			
DBLOAMIM_01044	CDS			putative signaling protein
DBLOAMIM_01044	gene			
DBLOAMIM_01045	CDS			hypothetical protein
DBLOAMIM_01045	gene			
DBLOAMIM_01046	CDS			hypothetical protein
DBLOAMIM_01046	gene			
DBLOAMIM_01047	CDS			Type IV secretion system protein virB10
DBLOAMIM_01047	gene			
DBLOAMIM_01048	CDS			hypothetical protein
DBLOAMIM_01048	gene			
DBLOAMIM_01049	CDS			hypothetical protein
DBLOAMIM_01049	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01050	CDS			hypothetical protein
DBLOAMIM_01050	gene			
DBLOAMIM_01051	CDS			hypothetical protein
DBLOAMIM_01051	gene			
DBLOAMIM_01052	CDS			hypothetical protein
DBLOAMIM_01052	gene			
DBLOAMIM_01053	CDS	virB4		Type IV secretion system protein virB4
DBLOAMIM_01053	gene	virB4		
DBLOAMIM_01054	CDS			hypothetical protein
DBLOAMIM_01054	gene			
DBLOAMIM_01055	CDS			hypothetical protein
DBLOAMIM_01055	gene			
DBLOAMIM_01056	CDS	ptlH		Type IV secretion system protein PtlH
DBLOAMIM_01056	gene	ptlH		
DBLOAMIM_01057	CDS			hypothetical protein
DBLOAMIM_01057	gene			
DBLOAMIM_01058	CDS			hypothetical protein
DBLOAMIM_01058	gene			
DBLOAMIM_01059	CDS			hypothetical protein
DBLOAMIM_01059	gene			
DBLOAMIM_01060	CDS			hypothetical protein
DBLOAMIM_01060	gene			
DBLOAMIM_01061	CDS			hypothetical protein
DBLOAMIM_01061	gene			
DBLOAMIM_01062	CDS	dpnM_2	2.1.1.72	Modification methylase DpnIIA
DBLOAMIM_01062	gene	dpnM_2		
DBLOAMIM_01063	CDS			hypothetical protein
DBLOAMIM_01063	gene			
DBLOAMIM_01064	CDS			hypothetical protein
DBLOAMIM_01064	gene			
DBLOAMIM_01065	CDS			hypothetical protein
DBLOAMIM_01065	gene			
DBLOAMIM_01066	CDS			hypothetical protein
DBLOAMIM_01066	gene			
DBLOAMIM_01067	CDS	exoX	3.1.11.-	Exodeoxyribonuclease 10
DBLOAMIM_01067	gene	exoX		
DBLOAMIM_01068	CDS			hypothetical protein
DBLOAMIM_01068	gene			
DBLOAMIM_01069	CDS			hypothetical protein
DBLOAMIM_01069	gene			
DBLOAMIM_01070	CDS			hypothetical protein
DBLOAMIM_01070	gene			
DBLOAMIM_01071	CDS			hypothetical protein
DBLOAMIM_01071	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01072	CDS			hypothetical protein
DBLOAMIM_01072	gene			
DBLOAMIM_01073	CDS			hypothetical protein
DBLOAMIM_01073	gene			
DBLOAMIM_01074	CDS			hypothetical protein
DBLOAMIM_01074	gene			
DBLOAMIM_01075	CDS			hypothetical protein
DBLOAMIM_01075	gene			
DBLOAMIM_01076	CDS			hypothetical protein
DBLOAMIM_01076	gene			
DBLOAMIM_01077	CDS	pknD_1	2.7.11.1	Serine/threonine-protein kinase PknD
	sig_peptide			putative signal peptide
DBLOAMIM_01077	gene	pknD_1		
DBLOAMIM_01078	CDS			hypothetical protein
DBLOAMIM_01078	gene			
DBLOAMIM_01079	CDS			hypothetical protein
DBLOAMIM_01079	gene			
DBLOAMIM_01080	CDS			hypothetical protein
DBLOAMIM_01080	gene			
DBLOAMIM_01081	CDS			hypothetical protein
DBLOAMIM_01081	gene			
DBLOAMIM_01082	CDS	pdeB	3.1.4.52	Cyclic di-GMP phosphodiesterase PdeB
DBLOAMIM_01082	gene	pdeB		
DBLOAMIM_01083	CDS			hypothetical protein
DBLOAMIM_01083	gene			
DBLOAMIM_01084	CDS			hypothetical protein
DBLOAMIM_01084	gene			
DBLOAMIM_01085	CDS			hypothetical protein
DBLOAMIM_01085	gene			
DBLOAMIM_01086	CDS			hypothetical protein
DBLOAMIM_01086	gene			
DBLOAMIM_01087	CDS			hypothetical protein
DBLOAMIM_01087	gene			
DBLOAMIM_01088	CDS			hypothetical protein
DBLOAMIM_01088	gene			
DBLOAMIM_01089	CDS			hypothetical protein
DBLOAMIM_01089	gene			
DBLOAMIM_01090	CDS			hypothetical protein
DBLOAMIM_01090	gene			
DBLOAMIM_01091	CDS			hypothetical protein
DBLOAMIM_01091	gene			
DBLOAMIM_01092	CDS			hypothetical protein
DBLOAMIM_01092	gene			
DBLOAMIM_01093	CDS			hypothetical protein
DBLOAMIM_01093	gene			
DBLOAMIM_01094	CDS			hypothetical protein
DBLOAMIM_01094	gene			
DBLOAMIM_01095	CDS			hypothetical protein
DBLOAMIM_01095	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01096	CDS			hypothetical protein
DBLOAMIM_01096	gene			
DBLOAMIM_01097	CDS	recD2	3.6.4.12	ATP-dependent RecD-like DNA helicase
DBLOAMIM_01097	gene	recD2		
DBLOAMIM_01098	CDS			hypothetical protein
DBLOAMIM_01098	gene			
DBLOAMIM_01099	CDS			hypothetical protein
DBLOAMIM_01099	gene			
DBLOAMIM_01100	CDS			hypothetical protein
DBLOAMIM_01100	gene			
DBLOAMIM_01101	CDS			hypothetical protein
DBLOAMIM_01101	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01102	CDS			hypothetical protein
DBLOAMIM_01102	gene			
DBLOAMIM_01103	CDS	rep	3.6.4.12	ATP-dependent DNA helicase Rep
DBLOAMIM_01103	gene	rep		
DBLOAMIM_01104	CDS			hypothetical protein
DBLOAMIM_01104	gene			
DBLOAMIM_01105	CDS			hypothetical protein
DBLOAMIM_01105	gene			
DBLOAMIM_01106	CDS			hypothetical protein
DBLOAMIM_01106	gene			
DBLOAMIM_01107	CDS			hypothetical protein
DBLOAMIM_01107	gene			
DBLOAMIM_01108	CDS			hypothetical protein
DBLOAMIM_01108	gene			
DBLOAMIM_01109	CDS			hypothetical protein
DBLOAMIM_01109	gene			
DBLOAMIM_01110	CDS			hypothetical protein
DBLOAMIM_01110	gene			
DBLOAMIM_01111	CDS			hypothetical protein
DBLOAMIM_01111	gene			
DBLOAMIM_01112	CDS			hypothetical protein
DBLOAMIM_01112	gene			
DBLOAMIM_01113	CDS			hypothetical protein
DBLOAMIM_01113	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01114	CDS			hypothetical protein
DBLOAMIM_01114	gene			
DBLOAMIM_01115	CDS			hypothetical protein
DBLOAMIM_01115	gene			
DBLOAMIM_01116	CDS			hypothetical protein
DBLOAMIM_01116	gene			
DBLOAMIM_01117	CDS	nrdZ_2	1.17.4.1	Vitamin B12-dependent ribonucleoside-diphosphate reductase
DBLOAMIM_01117	gene	nrdZ_2		
DBLOAMIM_01118	CDS			hypothetical protein
DBLOAMIM_01118	gene			
DBLOAMIM_01119	CDS			hypothetical protein
DBLOAMIM_01119	gene			
DBLOAMIM_01120	CDS			hypothetical protein
DBLOAMIM_01120	gene			
DBLOAMIM_01121	CDS			hypothetical protein
DBLOAMIM_01121	gene			
DBLOAMIM_01122	CDS	pknD_2	2.7.11.1	Serine/threonine-protein kinase PknD
DBLOAMIM_01122	gene	pknD_2		
DBLOAMIM_01123	CDS			hypothetical protein
DBLOAMIM_01123	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01124	CDS			hypothetical protein
DBLOAMIM_01124	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01125	CDS			hypothetical protein
DBLOAMIM_01125	gene			
DBLOAMIM_01126	CDS			hypothetical protein
DBLOAMIM_01126	gene			
DBLOAMIM_01127	CDS	ssb_1		Single-stranded DNA-binding protein
DBLOAMIM_01127	gene	ssb_1		
DBLOAMIM_01128	CDS			hypothetical protein
DBLOAMIM_01128	gene			
DBLOAMIM_01129	CDS			hypothetical protein
DBLOAMIM_01129	gene			
DBLOAMIM_01130	CDS	xcpQ_2		Type II secretion system protein D
DBLOAMIM_01130	gene	xcpQ_2		
DBLOAMIM_01131	CDS			hypothetical protein
DBLOAMIM_01131	gene			
DBLOAMIM_01132	CDS			hypothetical protein
DBLOAMIM_01132	gene			
DBLOAMIM_01133	CDS			hypothetical protein
DBLOAMIM_01133	gene			
DBLOAMIM_01134	CDS			hypothetical protein
DBLOAMIM_01134	gene			
DBLOAMIM_01135	CDS			hypothetical protein
DBLOAMIM_01135	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01136	CDS	rpfG_2	3.1.4.52	Cyclic di-GMP phosphodiesterase response regulator RpfG
DBLOAMIM_01136	gene	rpfG_2		
DBLOAMIM_01137	CDS	pleD_3		Response regulator PleD
DBLOAMIM_01137	gene	pleD_3		
DBLOAMIM_01138	CDS	tmk_1	2.7.4.9	Thymidylate kinase
DBLOAMIM_01138	gene	tmk_1		
DBLOAMIM_01139	CDS			hypothetical protein
DBLOAMIM_01139	gene			
DBLOAMIM_01140	CDS			hypothetical protein
DBLOAMIM_01140	gene			
DBLOAMIM_01141	CDS			hypothetical protein
DBLOAMIM_01141	gene			
DBLOAMIM_01142	CDS	prtR		HTH-type transcriptional regulator PrtR
DBLOAMIM_01142	gene	prtR		
DBLOAMIM_01143	CDS			hypothetical protein
DBLOAMIM_01143	gene			
DBLOAMIM_01144	CDS			hypothetical protein
DBLOAMIM_01144	gene			
DBLOAMIM_01145	CDS			hypothetical protein
DBLOAMIM_01145	gene			
DBLOAMIM_01146	CDS			hypothetical protein
DBLOAMIM_01146	gene			
DBLOAMIM_01147	CDS			hypothetical protein
DBLOAMIM_01147	gene			
DBLOAMIM_01148	CDS			hypothetical protein
DBLOAMIM_01148	gene			
DBLOAMIM_01149	CDS	rapA_2	3.6.4.-	RNA polymerase-associated protein RapA
DBLOAMIM_01149	gene	rapA_2		
DBLOAMIM_01150	CDS			hypothetical protein
DBLOAMIM_01150	gene			
DBLOAMIM_01151	CDS			hypothetical protein
DBLOAMIM_01151	gene			
DBLOAMIM_01152	CDS	chuR	1.1.99.-	Anaerobic sulfatase-maturating enzyme
DBLOAMIM_01152	gene	chuR		
DBLOAMIM_01153	CDS			hypothetical protein
DBLOAMIM_01153	gene			
DBLOAMIM_01154	CDS	atsB	1.1.99.-	Anaerobic sulfatase-maturating enzyme
DBLOAMIM_01154	gene	atsB		
DBLOAMIM_01155	CDS	ubiG	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
DBLOAMIM_01155	gene	ubiG		
DBLOAMIM_01156	CDS			hypothetical protein
DBLOAMIM_01156	gene			
DBLOAMIM_01157	CDS			hypothetical protein
DBLOAMIM_01157	gene			
DBLOAMIM_01158	CDS			hypothetical protein
DBLOAMIM_01158	gene			
DBLOAMIM_01159	CDS			hypothetical protein
DBLOAMIM_01159	gene			
DBLOAMIM_01160	CDS			hypothetical protein
DBLOAMIM_01160	gene			
DBLOAMIM_01161	CDS			hypothetical protein
DBLOAMIM_01161	gene			
DBLOAMIM_01162	CDS			hypothetical protein
DBLOAMIM_01162	gene			
DBLOAMIM_01163	CDS			hypothetical protein
DBLOAMIM_01163	gene			
DBLOAMIM_01164	CDS			hypothetical protein
DBLOAMIM_01164	gene			
DBLOAMIM_01165	CDS			hypothetical protein
DBLOAMIM_01165	gene			
DBLOAMIM_01166	CDS			hypothetical protein
DBLOAMIM_01166	gene			
DBLOAMIM_01167	CDS			hypothetical protein
DBLOAMIM_01167	gene			
DBLOAMIM_01168	CDS			hypothetical protein
DBLOAMIM_01168	gene			
DBLOAMIM_01169	CDS	pilT		Twitching mobility protein
DBLOAMIM_01169	gene	pilT		
DBLOAMIM_01170	CDS			hypothetical protein
DBLOAMIM_01170	gene			
DBLOAMIM_01171	CDS			hypothetical protein
DBLOAMIM_01171	gene			
DBLOAMIM_01172	CDS			hypothetical protein
DBLOAMIM_01172	gene			
